household_key,received_campaign,redeemed_coupons,total_campaigns_received,TypeA,TypeB,TypeC,total_campaigns_engaged,total_coupons_received,total_coupons_redeemed,camp_conversion_rate,coupon_conversion_rate,revenue,recency,frequency,GROCERY_spend,DELI_spend,PRODUCE_spend,KIOSK-GAS_spend,DRUG GM_spend,NUTRITION_spend,SALAD BAR_spend,MEAT_spend
371,1,0,6.0,2.0,3.0,1.0,0.0,103.0,0.0,0.0,0.0,12025.699999999877,3,130,7098.819999999916,445.43000000000035,1221.5100000000036,0.0,1071.1500000000012,4.0,0.0,1073.5900000000001
372,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.42,90,10,238.17999999999995,6.73,19.410000000000004,20.0,85.75999999999999,0.0,1.82,37.95000000000001
373,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.63000000000001,23,8,17.58,6.78,0.0,0.0,14.05,0.0,0.0,15.38
374,1,0,6.0,3.0,2.0,1.0,0.0,120.0,0.0,0.0,0.0,6365.599999999936,0,138,2522.409999999997,179.07000000000008,648.5100000000009,402.0,1231.3799999999997,15.200000000000001,0.0,386.38999999999993
375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.53,2,16,80.81000000000002,0.0,1.25,20.01,3.69,0.0,0.0,0.0
376,1,0,5.0,3.0,1.0,1.0,0.0,89.0,0.0,0.0,0.0,4106.169999999959,1,428,2241.33000000001,481.0000000000004,67.33,0.0,313.15000000000015,4.58,59.400000000000006,371.6800000000001
377,1,0,3.0,2.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,2334.089999999997,5,109,1565.6100000000029,74.58999999999999,237.7900000000001,0.0,53.01000000000001,4.6899999999999995,24.069999999999997,234.92
378,1,1,4.0,3.0,1.0,0.0,6.0,61.0,6.0,1.5,0.1,4012.5799999999754,0,285,1968.6000000000017,46.11000000000001,285.36000000000024,312.0,894.8500000000003,6.98,64.64000000000001,133.51999999999998
379,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,468,1,4.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,1,0,3.0,2.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,6063.249999999921,0,101,3615.9099999999935,232.89000000000004,390.8900000000005,0.0,143.10999999999999,0.0,0.0,451.6400000000001
381,1,0,5.0,3.0,1.0,1.0,0.0,88.0,0.0,0.0,0.0,2523.189999999996,1,79,1222.6200000000017,107.01,65.81000000000002,0.0,795.7900000000008,0.0,18.77,90.89
382,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.4000000000002,13,28,124.51,27.54,33.34,87.76,89.08999999999999,0.0,0.0,6.58
383,1,1,3.0,2.0,1.0,0.0,1.0,45.0,1.0,0.33,0.02,5048.599999999952,1,127,2554.7299999999996,80.97999999999999,727.2000000000012,331.0,299.32000000000005,341.09,0.0,373.09
384,1,0,3.0,1.0,2.0,0.0,0.0,62.0,0.0,0.0,0.0,2690.9799999999923,0,52,1506.770000000004,24.6,159.69000000000005,177.71,416.0600000000001,60.190000000000005,6.38,61.86999999999999
385,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2491.9899999999975,10,31,1328.5600000000015,197.25,251.43000000000018,126.50999999999999,105.94,3.86,14.89,178.2
386,1,0,3.0,2.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,3930.509999999987,5,203,2361.6600000000035,52.14,212.75000000000003,341.47,185.99,4.18,3.09,251.85000000000005
387,1,1,2.0,2.0,0.0,0.0,1.0,32.0,1.0,0.5,0.03,4348.359999999967,2,113,2228.039999999999,454.15000000000003,256.18000000000006,0.0,584.2800000000004,97.58000000000001,12.940000000000001,283.56
388,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.1100000000004,27,42,728.6099999999998,0.0,24.669999999999998,0.0,71.13000000000001,0.0,0.0,4.96
389,1,1,6.0,2.0,3.0,1.0,12.0,110.0,12.0,2.0,0.11,11996.329999999938,2,204,6118.699999999966,423.74000000000024,1357.3400000000022,226.32999999999998,771.33,61.65,0.83,1221.23
390,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1483.160000000003,4,85,700.5900000000004,62.02,49.45,23.26,337.4000000000002,7.470000000000001,24.159999999999997,104.38000000000001
391,1,0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,1394.180000000001,5,45,841.7300000000008,27.250000000000004,40.78,0.0,354.18000000000006,0.0,0.0,52.58
392,1,0,3.0,2.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,8737.689999999895,0,82,4586.389999999965,257.50000000000006,844.7000000000011,0.0,1551.0900000000013,10.97,5.13,830.2100000000005
393,1,1,3.0,2.0,1.0,0.0,1.0,45.0,1.0,0.33,0.02,2979.829999999993,1,147,1816.8700000000038,77.96999999999998,98.94000000000001,0.0,447.7400000000002,6.0600000000000005,5.140000000000001,174.34
394,1,0,2.0,0.0,2.0,0.0,0.0,26.0,0.0,0.0,0.0,1309.4900000000011,9,53,474.21000000000026,72.02000000000001,183.56000000000006,0.0,373.80000000000024,5.78,23.919999999999998,36.95
395,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,759.1399999999999,12,59,425.32,55.47000000000001,44.879999999999995,0.0,103.35000000000002,3.99,7.34,6.51
396,1,0,3.0,1.0,2.0,0.0,0.0,41.0,0.0,0.0,0.0,1303.66,6,89,380.53000000000026,75.82,145.08000000000004,127.85000000000001,112.56999999999998,105.37,0.0,115.69999999999999
397,1,1,3.0,2.0,0.0,1.0,6.0,58.0,6.0,2.0,0.1,4920.029999999953,11,197,2191.540000000001,160.17999999999995,161.48,812.0899999999999,1235.4800000000014,3.98,0.0,120.16000000000003
398,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1636.2300000000016,1,94,1011.080000000001,52.940000000000005,39.099999999999994,226.53000000000003,142.70999999999995,3.79,0.0,3.98
399,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.1400000000004,60,16,533.3900000000001,46.83000000000001,23.099999999999994,0.0,107.11999999999999,0.0,1.6,83.20000000000002
400,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14947.419999999864,0,249,7822.589999999887,408.7600000000001,723.2700000000007,0.0,2006.7300000000014,10.54,32.32,776.82
401,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.440000000003,5,59,754.8300000000005,96.85,102.81000000000002,0.0,154.57000000000005,12.48,35.04,98.97999999999999
402,1,0,2.0,1.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,1564.7700000000013,14,62,400.8500000000001,99.20999999999998,81.17999999999998,285.09,341.01000000000056,0.0,65.83000000000001,110.05
403,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,815.5899999999999,15,39,162.54999999999995,0.0,114.39999999999998,0.0,23.79,0.0,13.3,358.1700000000001
404,1,0,7.0,4.0,3.0,0.0,0.0,128.0,0.0,0.0,0.0,5110.329999999934,2,198,3574.9099999999744,17.47,332.32000000000045,250.78,377.7600000000002,127.80999999999995,5.91,168.76000000000002
405,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3245.739999999994,8,86,965.2699999999991,267.04000000000013,188.9699999999999,1215.84,284.6200000000001,0.0,0.0,200.89
406,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217.4800000000014,0,28,325.7900000000001,81.69000000000001,234.36999999999992,37.72,110.07000000000002,7.99,0.0,218.14000000000004
407,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.9700000000001,74,42,373.41,10.629999999999999,13.97,0.0,59.30000000000001,0.0,0.0,31.51
408,1,0,4.0,2.0,1.0,1.0,0.0,73.0,0.0,0.0,0.0,1948.1700000000044,20,49,1159.510000000001,29.490000000000006,116.97999999999996,0.0,326.36000000000007,1.99,0.0,26.6
409,1,0,7.0,3.0,4.0,0.0,0.0,105.0,0.0,0.0,0.0,3333.029999999993,5,104,2069.840000000006,26.439999999999994,341.85000000000025,309.56000000000006,174.28000000000003,37.59,4.51,208.20000000000002
410,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,917.9600000000008,0,101,443.02999999999986,23.31,38.37,0.0,63.53,1.89,0.0,235.88
411,1,0,3.0,2.0,1.0,0.0,0.0,46.0,0.0,0.0,0.0,5504.53999999997,1,138,2552.7400000000043,13.229999999999999,390.61000000000024,386.96999999999997,1187.8000000000018,39.96,0.0,379.89000000000004
412,1,1,2.0,1.0,1.0,0.0,4.0,31.0,4.0,2.0,0.13,1922.4900000000039,4,85,999.2199999999998,108.91999999999997,132.33,20.0,98.83,31.160000000000004,131.53,143.63
413,1,0,6.0,4.0,2.0,0.0,0.0,85.0,0.0,0.0,0.0,5244.009999999962,1,251,1558.4500000000032,586.5800000000004,454.9800000000002,1262.28,544.6000000000007,2.99,4.87,189.96
414,1,0,3.0,2.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,2073.61,3,122,1208.0599999999997,61.36000000000001,75.18,140.05,71.62,3.6799999999999997,13.37,277.33
415,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.65000000000012,15,8,211.0700000000001,0.0,0.0,0.0,43.580000000000005,0.0,0.0,0.0
416,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2177.0400000000027,11,29,1309.1600000000021,84.57,219.07000000000002,0.0,147.99,5.99,9.21,143.59999999999997
417,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.3700000000013,1,70,1361.2200000000041,14.11,347.51000000000005,0.0,272.71,12.25,10.08,175.71999999999997
418,1,0,8.0,2.0,6.0,0.0,0.0,117.0,0.0,0.0,0.0,5398.08999999994,2,215,3166.29999999999,161.48000000000002,209.39,637.04,697.5600000000007,6.98,17.11,83.77
419,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661.1600000000003,78,41,964.44,77.46999999999998,91.28999999999998,92.03,112.25999999999999,0.0,0.0,43.519999999999996
420,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1907.0900000000017,29,89,933.4200000000006,0.0,143.98999999999998,0.0,504.09000000000043,8.870000000000001,8.26,121.45000000000002
421,1,1,5.0,2.0,2.0,1.0,1.0,65.0,1.0,0.2,0.02,4919.019999999981,3,165,2159.9200000000014,149.45000000000002,330.0900000000002,1077.44,461.23999999999995,44.160000000000004,29.09,279.31
422,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.8500000000007,5,15,343.4800000000001,1.0,66.97,0.0,73.38000000000002,6.0,0.0,154.25000000000003
423,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.98,11,13,146.74,6.23,38.15,0.0,12.24,6.49,0.0,0.0
424,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1445.7200000000025,7,15,517.3199999999998,32.78,89.09,0.0,593.3199999999998,65.9,0.0,67.78
425,1,0,5.0,4.0,1.0,0.0,0.0,77.0,0.0,0.0,0.0,4460.979999999972,7,127,2798.4499999999966,12.639999999999999,176.77,0.0,259.96000000000004,1.99,0.0,466.88
426,1,1,2.0,2.0,0.0,0.0,6.0,32.0,6.0,3.0,0.19,6415.569999999952,0,186,2278.810000000001,239.81000000000023,563.21,2048.37,283.08,39.410000000000004,124.84000000000002,255.29999999999993
427,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.3200000000006,0,34,241.18999999999997,10.98,31.150000000000006,0.0,257.97,0.0,0.0,0.0
428,1,0,3.0,2.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,3027.5999999999967,7,87,2421.6000000000035,46.6,147.69,0.0,94.18999999999998,0.0,0.0,124.78999999999996
429,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,444.7600000000001,5,36,178.92000000000007,0.0,64.03000000000002,0.0,38.580000000000005,14.340000000000002,0.0,23.47
430,1,0,1.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,1022.0600000000009,0,70,521.9000000000001,59.17000000000001,17.66,20.0,302.79999999999995,21.75,4.66,36.14
431,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424.49000000000035,19,28,216.92999999999995,13.09,0.0,0.0,145.03,0.0,0.0,9.16
432,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2684.599999999998,1,187,1137.5100000000018,74.28999999999999,79.18,66.01,743.7200000000007,5.88,27.019999999999996,213.93000000000004
433,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,759.2100000000006,8,62,409.1299999999996,0.0,201.49000000000004,0.0,64.03,1.49,0.0,51.580000000000005
434,1,0,6.0,2.0,3.0,1.0,0.0,95.0,0.0,0.0,0.0,3111.9899999999884,0,91,1746.4600000000037,8.040000000000001,101.03000000000003,8.0,636.1900000000003,5.98,11.17,302.15999999999997
435,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.64,10,56,525.5200000000002,0.0,80.01000000000002,0.0,73.52,0.0,0.0,0.0
436,1,0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,2013.7500000000036,1,26,955.2100000000004,30.310000000000002,341.5300000000002,0.0,196.77000000000004,2.79,0.0,200.92000000000004
437,1,1,7.0,4.0,2.0,1.0,1.0,119.0,1.0,0.14,0.01,5123.789999999951,5,74,2037.8200000000018,318.83000000000015,145.8,379.7899999999999,1577.8500000000042,8.77,1.63,158.69
438,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2703.5699999999993,7,46,1432.6300000000006,5.18,301.7300000000003,0.0,309.33000000000004,3.5,0.0,330.79
439,1,0,1.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,502.4400000000004,2,32,172.14000000000004,22.1,43.160000000000004,0.0,168.94,0.0,0.0,70.83999999999997
440,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.88000000000002,97,6,24.099999999999998,7.0,22.009999999999998,0.0,0.0,0.0,0.0,13.12
441,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1999.2700000000027,1,61,1209.2500000000002,217.59999999999997,160.59999999999997,0.0,46.78999999999999,39.20000000000001,0.0,264.20000000000005
442,1,0,2.0,1.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,1813.679999999997,1,97,821.0500000000005,19.22,181.38000000000002,259.12,273.60999999999996,21.710000000000004,37.949999999999996,68.25999999999999
443,1,1,3.0,2.0,1.0,0.0,2.0,50.0,2.0,0.67,0.04,2010.720000000004,4,78,1342.1600000000021,58.610000000000014,121.93999999999998,0.0,75.22,54.77,0.0,191.62
444,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1261.6200000000015,15,44,674.0200000000001,43.92,40.99999999999999,0.0,176.03,0.0,13.82,82.39
445,1,0,4.0,2.0,2.0,0.0,0.0,53.0,0.0,0.0,0.0,2643.899999999996,8,226,1458.5099999999995,58.16000000000002,171.69000000000003,0.0,521.5799999999996,44.59,0.0,113.78999999999998
446,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.94,21,26,92.97,0.0,0.99,0.0,45.16,11.26,0.0,0.0
447,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1289.2100000000019,23,119,729.840000000001,0.0,62.550000000000004,30.01,233.48000000000005,5.98,0.0,21.58
448,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.90999999999997,16,27,84.87000000000002,31.330000000000002,5.24,0.0,44.480000000000004,0.0,0.0,0.0
449,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.8500000000001,8,22,246.33000000000004,0.0,3.12,34.5,61.33000000000001,11.0,0.0,19.65
450,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227.4400000000016,15,53,449.3700000000001,111.07999999999998,71.97999999999999,0.0,311.1300000000004,0.0,37.269999999999996,156.54000000000002
451,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1810.1000000000029,2,118,574.6600000000001,4.68,229.16000000000014,102.60000000000001,227.07000000000008,2.99,7.27,369.57
452,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,633.8399999999999,56,23,311.57,21.76,31.49,0.0,26.94,0.0,0.0,165.41000000000003
453,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,724.0900000000003,5,31,404.1500000000001,17.41,77.88,0.0,84.71,9.87,0.0,31.810000000000002
454,1,1,6.0,4.0,2.0,0.0,1.0,95.0,1.0,0.17,0.01,6494.499999999945,1,276,4141.719999999995,9.459999999999999,508.6300000000009,0.0,601.7300000000004,0.39,0.0,863.0
455,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.750000000001,21,24,638.2300000000004,7.93,29.509999999999998,0.0,348.14000000000027,15.12,0.0,0.0
456,1,0,7.0,4.0,2.0,1.0,0.0,110.0,0.0,0.0,0.0,5287.629999999948,13,82,3649.619999999991,20.369999999999997,242.21,39.89,848.9700000000006,5.0,0.0,111.20000000000002
457,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.6999999999999,35,56,237.6300000000001,3.96,13.55,50.0,24.14,0.0,6.79,37.68
458,1,1,4.0,2.0,2.0,0.0,2.0,65.0,2.0,0.5,0.03,1337.4200000000005,5,100,925.5599999999993,12.370000000000001,104.67999999999998,74.84,72.9,11.98,0.0,29.2
459,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,944.8999999999999,11,60,350.4900000000002,13.29,29.16999999999999,0.0,497.5399999999999,0.0,7.18,10.600000000000001
460,1,0,3.0,2.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,628.7600000000001,0,101,239.41999999999987,14.43,90.86000000000001,97.58000000000001,84.39999999999999,57.56000000000001,0.0,3.02
461,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.1,24,32,249.76000000000005,6.49,38.970000000000006,75.0,41.17,4.0,0.0,90.74000000000001
462,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1279.5000000000011,4,82,717.1800000000006,81.23000000000002,146.07,0.0,106.05,17.770000000000003,0.0,82.66
463,1,0,3.0,1.0,2.0,0.0,0.0,38.0,0.0,0.0,0.0,4819.989999999971,0,491,1756.4600000000046,20.93,681.13,379.57,503.3500000000003,51.620000000000005,0.09,549.9499999999999
464,1,1,6.0,3.0,2.0,1.0,7.0,99.0,7.0,1.17,0.07,2652.7199999999993,9,127,1768.4900000000043,44.74000000000001,124.43999999999996,150.8,147.87,6.970000000000001,0.0,152.98
465,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.97,3,40,167.53000000000003,0.0,20.42,0.0,64.29,0.0,0.0,37.67999999999999
466,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.86000000000007,5,9,72.51,2.83,7.950000000000001,0.0,62.00000000000001,0.0,0.0,60.089999999999996
467,1,0,6.0,2.0,4.0,0.0,0.0,77.0,0.0,0.0,0.0,1902.2000000000019,0,108,872.3900000000009,4.99,224.27000000000007,0.0,416.7700000000001,12.57,0.0,137.86999999999998
468,1,0,6.0,2.0,4.0,0.0,0.0,78.0,0.0,0.0,0.0,3924.6399999999767,1,260,2047.1200000000035,62.45,33.75,42.65,1158.1500000000008,16.84,0.0,221.77
469,1,1,3.0,3.0,0.0,0.0,1.0,48.0,1.0,0.33,0.02,6569.219999999909,7,134,3563.469999999986,231.93999999999997,954.1100000000009,125.35,792.1300000000009,132.49999999999994,0.0,112.89
470,1,0,4.0,2.0,2.0,0.0,0.0,61.0,0.0,0.0,0.0,1874.2500000000025,2,129,389.96000000000015,10.02,15.98,191.74,236.17999999999998,0.0,6.98,29.64
471,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1062.100000000001,10,40,522.1,74.3,174.29,0.0,139.13,26.330000000000002,4.91,31.250000000000007
472,1,1,4.0,1.0,2.0,1.0,11.0,76.0,11.0,2.75,0.14,8241.389999999892,8,92,4861.059999999956,349.47000000000014,384.2700000000002,0.0,1337.0200000000011,2.19,24.229999999999997,669.8899999999998
473,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2723.859999999994,16,60,1534.2900000000016,43.7,143.74000000000004,519.21,34.78,28.92000000000001,0.0,137.79
474,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,516.44,3,18,315.02,0.0,10.600000000000001,0.0,17.830000000000002,0.0,0.0,115.05999999999997
475,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1184.4200000000026,64,31,696.5499999999998,30.84,69.17999999999999,0.0,135.42999999999992,0.0,0.0,113.05
476,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1495.560000000002,56,27,1096.78,30.66,25.379999999999995,0.0,111.48999999999998,1.79,30.449999999999996,88.10000000000002
477,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.4200000000001,7,55,245.17999999999992,14.930000000000001,25.399999999999995,168.54,116.59000000000002,2.0,0.0,16.66
478,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.88999999999996,30,18,75.55000000000001,4.59,0.0,60.010000000000005,19.51,0.0,5.12,0.0
479,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1660.3000000000031,36,164,989.6399999999995,94.72000000000001,90.23999999999998,0.0,183.31000000000003,12.17,13.850000000000001,71.72999999999999
480,1,0,4.0,3.0,0.0,1.0,0.0,75.0,0.0,0.0,0.0,3217.3599999999797,0,80,1430.770000000002,70.47000000000001,375.9100000000003,511.11,357.62000000000023,25.520000000000003,11.45,145.04
481,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1756.3300000000033,87,43,976.0100000000002,39.76,95.18999999999998,0.0,177.04000000000002,0.0,2.35,199.04999999999998
482,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.8,41,53,599.03,67.42,76.36999999999998,16.0,153.14999999999998,0.0,13.3,166.04
483,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2160.380000000001,5,76,1312.8500000000013,50.9,51.08,0.0,215.42000000000004,5.0,0.0,273.92
484,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2136.6800000000017,12,110,1261.1400000000017,5.95,108.60000000000001,32.0,324.3600000000001,75.75,67.91999999999999,79.2
485,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4159.319999999988,0,133,1687.990000000003,21.78,220.79000000000005,1335.1200000000001,137.27,25.01,0.55,429.1200000000001
486,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,839.7400000000008,15,25,478.7599999999998,7.15,62.400000000000006,88.00999999999999,45.41,6.199999999999999,0.0,73.47
487,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.02000000000001,36,5,29.619999999999997,0.0,0.0,0.0,11.09,0.0,0.0,0.0
488,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.5600000000001,0,17,116.42999999999998,16.259999999999998,108.04000000000002,0.0,11.35,0.0,0.0,67.64
489,1,0,6.0,2.0,3.0,1.0,0.0,72.0,0.0,0.0,0.0,4131.779999999994,2,126,1665.2500000000034,396.1300000000002,321.81999999999994,843.5600000000001,503.5400000000005,129.26999999999998,10.46,78.72999999999999
490,1,1,4.0,4.0,0.0,0.0,5.0,64.0,5.0,1.25,0.08,3253.889999999991,1,68,2326.519999999998,9.99,136.18999999999997,33.0,286.26,0.0,3.65,99.97
491,1,0,4.0,2.0,2.0,0.0,0.0,53.0,0.0,0.0,0.0,3463.3699999999753,8,92,1116.0600000000004,47.47,264.24000000000007,495.82,1040.9900000000011,54.45000000000001,12.05,70.95
492,1,1,6.0,2.0,2.0,2.0,1.0,83.0,1.0,0.17,0.01,6499.719999999938,1,107,3971.049999999974,12.98,281.9100000000001,923.07,655.8400000000005,31.220000000000006,0.0,59.76000000000001
493,1,0,4.0,2.0,2.0,0.0,0.0,59.0,0.0,0.0,0.0,3656.9599999999796,3,136,2231.9800000000005,51.21,168.79000000000002,271.69000000000005,356.52000000000004,3.49,4.68,122.68
494,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.17,492,1,1.7400000000000002,0.0,0.0,0.0,6.43,0.0,0.0,0.0
495,1,0,4.0,3.0,0.0,1.0,0.0,74.0,0.0,0.0,0.0,2622.159999999997,6,62,1454.7700000000023,4.99,80.09000000000002,0.0,188.29000000000005,6.4399999999999995,56.39,369.40000000000003
496,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429.2500000000004,22,8,157.06,87.96,32.76,0.0,5.99,0.0,0.0,48.28
497,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.74,10,49,445.6900000000001,2.7,50.620000000000005,0.0,51.02000000000002,6.07,0.0,5.86
498,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,769.66,5,48,410.5900000000002,2.15,88.63000000000004,0.0,153.27,1.99,13.04,47.28
499,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.36,42,70,405.25000000000017,1.52,65.31000000000002,0.0,140.41999999999996,1.79,4.29,18.93
500,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.82000000000001,133,5,24.55,0.0,17.580000000000002,0.0,29.740000000000002,1.99,0.0,0.0
501,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.64,26,15,101.83999999999999,6.15,27.199999999999996,0.0,17.490000000000002,2.5,0.0,9.809999999999999
502,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2067.8500000000045,88,49,1162.7500000000014,57.279999999999994,120.20999999999997,0.0,104.53999999999998,0.0,13.17,372.22999999999996
503,1,1,4.0,2.0,1.0,1.0,3.0,70.0,3.0,0.75,0.04,3699.55999999997,0,116,2034.4300000000037,59.470000000000006,533.1300000000003,16.05,483.0900000000002,176.24,27.249999999999996,60.25
504,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.64999999999986,8,6,308.1499999999998,0.0,15.45,0.0,15.05,0.0,1.68,54.190000000000005
505,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.89999999999999,4,8,32.97,4.59,0.0,0.0,13.66,0.0,0.0,14.68
506,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.6500000000004,1,22,402.38999999999993,11.48,33.79,86.0,98.33999999999999,37.47,4.11,13.729999999999999
507,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1306.3600000000006,17,59,821.7700000000002,55.69,53.78000000000001,49.449999999999996,118.07999999999998,39.68000000000001,0.0,31.900000000000002
