household_key,received_campaign,redeemed_coupons,total_campaigns_received,TypeA,TypeB,TypeC,total_campaigns_engaged,total_coupons_received,total_coupons_redeemed,camp_conversion_rate,coupon_conversion_rate,revenue,recency,frequency,GROCERY_spend,DELI_spend,PRODUCE_spend,KIOSK-GAS_spend,DRUG GM_spend,NUTRITION_spend,SALAD BAR_spend,MEAT_spend,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc,campA_26_converted,campA_30_converted,campA_8_converted,campA_13_converted,campA_18_converted,campB_28_converted,campB_29_converted,campB_1_converted,campB_2_converted,campB_4_converted,campB_5_converted,campB_7_converted,campB_9_converted,campB_10_converted,campB_12_converted,campB_11_converted,campB_16_converted,campB_17_converted,campB_19_converted,campB_22_converted,campB_21_converted,campB_23_converted,campB_25_converted,campB_24_converted,campC_27_converted,campC_3_converted,campC_6_converted,campC_14_converted,campC_15_converted,campC_20_converted,recency_cluster,frequency_cluster,revenue_cluster,rfm_score,segment
133,1,0,3.0,2.0,1.0,0.0,0.0,47.0,0.0,0.0,0.0,2984.629999999988,3,61,1448.9700000000007,176.87,479.8700000000004,0.0,324.69000000000005,40.8,8.69,207.58,45-54,A,Under 15K,Homeowner,Single Male,2,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
136,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2547.039999999997,1,68,1653.3100000000045,103.03000000000002,195.52,0.0,133.3199999999999,1.79,0.0,147.44000000000003,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
139,1,1,1.0,1.0,0.0,0.0,4.0,16.0,4.0,4.0,0.25,2285.590000000003,0,65,1079.7200000000012,68.10000000000001,339.9400000000003,202.59,219.11000000000004,12.12,0.0,121.74,35-44,B,75-99K,Homeowner,Single Male,1,None/Unknown,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
159,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1617.5000000000018,2,61,866.71,22.86,98.66999999999996,34.0,74.41999999999999,0.0,9.45,85.05999999999997,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
170,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.7000000000028,1,42,966.6100000000004,13.42,270.06000000000006,24.78,304.2800000000002,17.840000000000003,0.0,94.57999999999998,25-34,A,100-124K,Homeowner,2 Adults Kids,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
178,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,710.6300000000003,1,47,311.18999999999994,20.250000000000004,5.48,0.0,320.5300000000001,0.0,0.0,0.0,25-34,A,25-34K,Homeowner,1 Adult Kids,5+,3+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
201,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.7800000000002,0,28,462.8799999999998,13.31,73.54999999999998,0.0,59.05,0.0,0.0,44.59,45-54,A,15-24K,Homeowner,2 Adults Kids,5+,3+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
212,1,0,4.0,3.0,0.0,1.0,0.0,74.0,0.0,0.0,0.0,2705.2099999999937,0,98,1492.630000000003,67.67,236.36000000000007,97.39,451.8900000000003,7.18,0.0,112.75,35-44,U,Under 15K,Unknown,Single Female,1,None/Unknown,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,Low-value
214,1,1,3.0,2.0,1.0,0.0,1.0,65.0,1.0,0.33,0.02,2188.719999999997,1,70,1565.1800000000005,11.920000000000002,123.91999999999994,0.0,146.23999999999995,40.67000000000001,17.44,74.28,55-64,B,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
216,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2097.2100000000028,2,94,928.7700000000007,193.71000000000004,121.79999999999997,0.0,471.8799999999998,5.29,4.13,151.35000000000005,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
249,1,1,2.0,2.0,0.0,0.0,1.0,32.0,1.0,0.5,0.03,2170.2500000000005,1,109,900.2400000000005,26.160000000000004,93.8,72.0,539.9300000000002,0.0,0.0,160.20000000000005,35-44,A,Under 15K,Renter,Unknown,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
306,1,1,3.0,2.0,0.0,1.0,4.0,58.0,4.0,1.33,0.07,3717.9399999999987,1,119,1919.0000000000089,33.50000000000001,260.5300000000001,576.04,188.29,4.44,0.0,344.3500000000003,19-24,U,35-49K,Homeowner,2 Adults Kids,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,Low-value
319,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,3411.509999999987,1,96,1634.0000000000048,63.42999999999999,248.7900000000001,364.77,315.0700000000001,20.450000000000006,0.0,247.03,45-54,U,35-49K,Homeowner,1 Adult Kids,4,3+,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
325,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007.2800000000025,1,56,1335.850000000001,62.65000000000001,124.56999999999996,29.73,217.15000000000003,0.0,0.0,109.67000000000002,35-44,A,75-99K,Homeowner,2 Adults Kids,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
353,1,1,2.0,2.0,0.0,0.0,1.0,32.0,1.0,0.5,0.03,2560.579999999995,0,94,1070.7500000000011,61.26000000000001,341.7000000000002,0.0,261.97,64.64999999999999,4.24,258.98999999999995,45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
381,1,0,5.0,3.0,1.0,1.0,0.0,88.0,0.0,0.0,0.0,2523.189999999996,1,79,1222.6200000000015,107.01,65.81000000000002,0.0,795.7900000000008,0.0,18.77,90.89,25-34,B,35-49K,Homeowner,1 Adult Kids,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,Low-value
410,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,917.9600000000007,0,101,443.0299999999999,23.31,38.37,0.0,63.53,1.89,0.0,235.88,55-64,A,35-49K,Homeowner,2 Adults Kids,5+,3+,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
417,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2360.370000000001,1,70,1361.220000000004,14.11,347.5100000000001,0.0,272.71,12.25,10.08,175.71999999999997,45-54,A,35-49K,Unknown,Single Female,2,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
434,1,0,6.0,2.0,3.0,1.0,0.0,95.0,0.0,0.0,0.0,3111.9899999999884,0,91,1746.4600000000034,8.040000000000001,101.03000000000004,8.0,636.1900000000003,5.98,11.17,302.16,35-44,A,15-24K,Homeowner,2 Adults Kids,3,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,Low-value
441,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1999.2700000000027,1,61,1209.2500000000002,217.6,160.59999999999997,0.0,46.78999999999999,39.20000000000001,0.0,264.20000000000005,45-54,B,50-74K,Homeowner,Single Female,1,None/Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
442,1,0,2.0,1.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,1813.6799999999969,1,97,821.0500000000004,19.22,181.38,259.12,273.61,21.710000000000004,37.95,68.25999999999999,25-34,U,15-24K,Unknown,1 Adult Kids,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
451,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1810.1000000000026,2,118,574.6600000000002,4.68,229.1600000000001,102.6,227.07000000000008,2.99,7.27,369.57,25-34,B,Under 15K,Renter,2 Adults No Kids,2,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
460,1,0,3.0,2.0,1.0,0.0,0.0,44.0,0.0,0.0,0.0,628.7600000000001,0,101,239.41999999999987,14.43,90.86,97.58,84.39999999999998,57.56000000000001,0.0,3.02,65+,B,25-34K,Homeowner,Single Female,1,None/Unknown,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
490,1,1,4.0,4.0,0.0,0.0,5.0,64.0,5.0,1.25,0.08,3253.889999999991,1,68,2326.5199999999977,9.99,136.18999999999997,33.0,286.26,0.0,3.65,99.97,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
527,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2849.489999999988,2,105,1821.6100000000024,274.49000000000007,103.41999999999996,0.0,510.35000000000036,61.89000000000001,0.0,12.93,45-54,U,50-74K,Homeowner,Single Female,1,None/Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
540,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1983.7900000000022,3,65,844.630000000001,37.95,397.94000000000017,107.95,182.89,257.49000000000007,6.16,63.77,25-34,B,50-74K,Homeowner,Single Female,1,None/Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
543,1,0,3.0,2.0,0.0,1.0,0.0,34.0,0.0,0.0,0.0,2673.5699999999883,1,80,1888.2199999999937,23.36000000000001,0.99,0.0,240.30000000000007,0.0,0.0,291.1500000000001,35-44,A,35-49K,Probable Owner,1 Adult Kids,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,Low-value
548,1,0,3.0,2.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,3798.7099999999846,3,79,1901.5400000000034,148.29999999999995,339.4500000000001,90.66,529.5100000000001,111.04999999999997,33.41,328.7400000000001,35-44,B,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
578,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2058.060000000003,0,90,929.5500000000011,107.90999999999998,135.50999999999996,0.0,463.96000000000015,98.61999999999996,4.37,102.68999999999998,25-34,U,50-74K,Unknown,Single Male,1,None/Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
593,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.06000000000006,0,45,276.62000000000006,4.72,64.02,27.01,48.31,0.0,0.0,13.16,35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
597,1,0,3.0,2.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,2947.779999999997,1,84,1820.6000000000024,7.1000000000000005,202.53999999999996,0.0,275.5400000000001,17.07,55.81999999999999,156.4,19-24,U,Under 15K,Unknown,1 Adult Kids,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,Low-value
614,1,0,3.0,2.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,2132.550000000006,1,95,1372.5800000000036,113.65,208.01999999999992,0.0,33.43000000000001,0.0,0.0,135.51000000000002,35-44,A,15-24K,Unknown,2 Adults Kids,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
621,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2304.0000000000086,1,102,1056.469999999999,381.5600000000002,83.72999999999998,0.0,260.30999999999995,0.0,0.0,328.75,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
622,1,0,4.0,2.0,2.0,0.0,0.0,73.0,0.0,0.0,0.0,1933.7800000000025,1,114,1105.86,31.76,61.990000000000016,10.0,476.0800000000004,0.0,19.52,109.25000000000004,35-44,U,15-24K,Unknown,Single Female,1,None/Unknown,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
672,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1870.8500000000026,1,89,1111.75,11.49,186.51,132.01,171.76,0.0,0.0,157.73999999999995,35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
680,1,1,2.0,2.0,0.0,0.0,2.0,32.0,2.0,1.0,0.06,2846.0399999999913,0,78,1721.2600000000034,87.10000000000002,212.57999999999993,0.0,136.42,1.19,2.63,226.12000000000003,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
706,1,0,4.0,3.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,3087.0599999999904,1,102,1609.340000000003,85.17999999999998,178.71,97.01,456.0500000000003,14.05,23.12,199.65,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
716,1,1,1.0,1.0,0.0,0.0,2.0,16.0,2.0,2.0,0.12,1123.9800000000007,1,71,438.12,19.38,147.23999999999995,44.53,57.96,12.06,0.0,251.33000000000004,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
764,1,1,1.0,1.0,0.0,0.0,3.0,16.0,3.0,3.0,0.19,2167.6000000000017,3,77,792.4600000000011,43.5,173.93999999999997,249.80000000000004,364.5600000000002,107.98,0.0,122.53000000000002,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
770,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.3900000000006,2,34,962.08,62.07,88.77999999999999,59.94,59.79,2.98,0.0,160.51000000000005,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
779,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2495.719999999997,1,58,1492.0500000000022,133.82999999999996,157.94,0.0,291.99000000000007,12.73,0.0,148.23,65+,U,125-149K,Homeowner,2 Adults Kids,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
784,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2442.98,1,107,1081.6900000000016,123.39,267.82000000000005,443.56,295.50000000000006,0.0,0.0,130.53,45-54,A,100-124K,Homeowner,Single Female,2,None/Unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
785,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1769.7100000000025,2,83,897.0700000000011,9.69,185.73,422.07,116.82999999999996,26.65,0.0,49.72,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
797,1,0,4.0,2.0,2.0,0.0,0.0,57.0,0.0,0.0,0.0,2705.749999999993,2,82,1591.670000000003,134.33999999999997,119.65999999999998,0.0,502.2200000000003,25.11,0.0,120.05,25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
817,1,0,5.0,2.0,3.0,0.0,0.0,91.0,0.0,0.0,0.0,3782.829999999983,2,115,2560.3300000000017,71.49,331.15000000000026,0.0,282.5300000000001,147.82,0.0,69.91999999999999,35-44,A,150-174K,Homeowner,2 Adults Kids,3,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
857,1,0,3.0,2.0,1.0,0.0,0.0,47.0,0.0,0.0,0.0,3117.6799999999885,1,36,2235.9600000000023,137.00999999999993,133.15999999999994,0.0,288.5800000000001,14.24,0.0,92.35,65+,A,35-49K,Homeowner,1 Adult Kids,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
863,1,0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,1201.390000000001,0,89,537.8000000000002,14.53,11.39,213.83,194.49,1.49,24.630000000000006,94.65999999999997,45-54,U,15-24K,Unknown,Unknown,1,None/Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
879,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1887.0300000000022,3,68,828.8100000000003,42.53,94.77999999999996,424.94,103.2,0.0,1.08,185.85,35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
903,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2528.009999999997,3,65,1391.0000000000018,95.05,411.3000000000003,0.0,248.23000000000005,9.98,0.0,275.16,35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
911,1,1,2.0,2.0,0.0,0.0,1.0,32.0,1.0,0.5,0.03,2921.4999999999895,0,61,1116.4900000000002,99.17,464.89000000000055,185.67,325.5600000000002,61.15000000000001,0.0,480.46,25-34,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
915,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,741.7600000000017,0,86,345.07999999999964,0.0,70.72,0.0,64.31,0.0,0.0,83.78,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
922,1,0,4.0,3.0,1.0,0.0,0.0,81.0,0.0,0.0,0.0,2523.619999999998,0,112,1089.0700000000018,17.86,364.4400000000003,292.6500000000001,283.3800000000001,72.35000000000002,0.0,198.24000000000004,45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
939,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3611.629999999983,1,119,1963.819999999997,98.34,144.42999999999995,110.0,713.8500000000005,19.0,3.45,235.68,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
946,1,0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,2009.9000000000033,0,100,1116.8700000000024,84.94000000000003,259.6700000000001,0.0,142.77999999999997,0.0,19.19,183.79,19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
960,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,2177.1600000000017,2,95,1482.5800000000022,44.31,164.9500000000001,0.0,300.97000000000014,33.42,0.0,63.790000000000006,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
971,1,0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,2837.159999999992,2,99,1691.4800000000027,83.24,190.17,0.0,333.2000000000001,21.020000000000003,0.0,117.93999999999996,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
986,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1545.6800000000014,2,73,895.1400000000011,85.83,17.060000000000002,0.0,198.60000000000008,0.0,0.0,38.42,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
993,1,1,6.0,2.0,3.0,1.0,6.0,99.0,6.0,1.0,0.06,2508.009999999996,1,102,1525.0100000000034,198.24,261.99000000000007,39.26000000000001,129.01000000000002,22.44,22.02,146.59,55-64,A,50-74K,Homeowner,1 Adult Kids,5+,3+,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,Low-value
996,1,0,5.0,4.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,1810.7400000000048,0,100,717.0100000000001,186.89,142.20000000000005,13.1,430.7400000000002,2.5,2.87,130.02000000000004,55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1001,1,0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,2712.019999999997,3,58,1922.1000000000015,18.68,100.76000000000003,0.0,475.51000000000033,44.18000000000001,0.0,53.13,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1015,1,1,4.0,3.0,0.0,1.0,3.0,49.0,3.0,0.75,0.06,3299.8299999999945,1,95,2112.7700000000077,3.99,308.1200000000004,39.69,360.0800000000001,127.14999999999996,0.0,99.08999999999996,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,Low-value
1076,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.6600000000021,3,69,1052.1100000000006,106.15,80.30000000000003,0.0,236.83,0.0,10.19,203.67,25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1082,1,0,5.0,3.0,1.0,1.0,0.0,69.0,0.0,0.0,0.0,1422.6300000000012,0,101,1058.9699999999993,35.93000000000001,25.43,40.0,47.73,0.0,0.0,70.58,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,Low-value
1123,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,3509.889999999989,3,65,1898.5600000000024,191.57,309.88000000000017,0.0,399.39000000000016,0.0,0.0,251.82,55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1131,1,0,3.0,1.0,2.0,0.0,0.0,43.0,0.0,0.0,0.0,2044.720000000002,2,67,978.6100000000008,4.59,98.22,0.0,419.8900000000002,0.0,28.53,310.36,45-54,B,50-74K,Homeowner,2 Adults Kids,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
