household_key,received_campaign,redeemed_coupons,total_campaigns_received,TypeA,TypeB,TypeC,total_campaigns_engaged,total_coupons_received,total_coupons_redeemed,camp_conversion_rate,coupon_conversion_rate,revenue,recency,frequency,GROCERY_spend,DELI_spend,PRODUCE_spend,KIOSK-GAS_spend,DRUG GM_spend,NUTRITION_spend,SALAD BAR_spend,MEAT_spend,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc,campA_26_converted,campA_30_converted,campA_8_converted,campA_13_converted,campA_18_converted,campB_28_converted,campB_29_converted,campB_1_converted,campB_2_converted,campB_4_converted,campB_5_converted,campB_7_converted,campB_9_converted,campB_10_converted,campB_12_converted,campB_11_converted,campB_16_converted,campB_17_converted,campB_19_converted,campB_22_converted,campB_21_converted,campB_23_converted,campB_25_converted,campB_24_converted,campC_27_converted,campC_3_converted,campC_6_converted,campC_14_converted,campC_15_converted,campC_20_converted,recency_cluster,frequency_cluster,revenue_cluster,rfm_score,segment
680,1,1,2.0,2.0,0.0,0.0,2.0,32.0,2.0,1.0,0.06,2846.0399999999913,0,78,1721.2600000000032,87.10000000000001,212.5799999999999,0.0,136.42,1.19,2.63,226.12000000000003,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
706,1,0,4.0,3.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,3087.0599999999904,1,102,1609.340000000003,85.17999999999998,178.71,97.01,456.0500000000003,14.05,23.119999999999997,199.65,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
716,1,1,1.0,1.0,0.0,0.0,2.0,16.0,2.0,2.0,0.12,1123.9800000000007,1,71,438.11999999999995,19.38,147.23999999999998,44.53,57.96,12.06,0.0,251.33000000000004,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
764,1,1,1.0,1.0,0.0,0.0,3.0,16.0,3.0,3.0,0.19,2167.6000000000017,3,77,792.460000000001,43.5,173.93999999999997,249.80000000000004,364.5600000000001,107.98,0.0,122.53000000000002,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
770,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1679.3900000000006,2,34,962.08,62.07,88.77999999999999,59.94,59.79,2.98,0.0,160.51000000000002,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
779,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2495.719999999997,1,58,1492.0500000000022,133.82999999999996,157.94,0.0,291.99000000000007,12.73,0.0,148.23,65+,U,125-149K,Homeowner,2 Adults Kids,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
784,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2442.98,1,107,1081.6900000000016,123.38999999999999,267.82000000000005,443.56,295.50000000000006,0.0,0.0,130.53,45-54,A,100-124K,Homeowner,Single Female,2,None/Unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
785,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1769.7100000000023,2,83,897.0700000000011,9.69,185.72999999999996,422.07,116.82999999999997,26.65,0.0,49.72,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
797,1,0,4.0,2.0,2.0,0.0,0.0,57.0,0.0,0.0,0.0,2705.7499999999927,2,82,1591.670000000003,134.33999999999997,119.65999999999998,0.0,502.2200000000003,25.11,0.0,120.05000000000001,25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
857,1,0,3.0,2.0,1.0,0.0,0.0,47.0,0.0,0.0,0.0,3117.6799999999885,1,36,2235.960000000002,137.00999999999993,133.15999999999994,0.0,288.58000000000015,14.24,0.0,92.35,65+,A,35-49K,Homeowner,1 Adult Kids,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
863,1,0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,1201.390000000001,0,89,537.8000000000001,14.53,11.39,213.82999999999998,194.49,1.49,24.630000000000003,94.65999999999997,45-54,U,15-24K,Unknown,Unknown,1,None/Unknown,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
879,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1887.030000000002,3,68,828.8100000000002,42.529999999999994,94.77999999999996,424.93999999999994,103.2,0.0,1.08,185.85000000000002,35-44,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
903,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2528.009999999997,3,65,1391.0000000000018,95.05,411.3000000000003,0.0,248.23000000000005,9.98,0.0,275.15999999999997,35-44,U,35-49K,Unknown,Single Male,1,None/Unknown,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
911,1,1,2.0,2.0,0.0,0.0,1.0,32.0,1.0,0.5,0.03,2921.49999999999,0,61,1116.4900000000002,99.16999999999999,464.8900000000005,185.67,325.5600000000002,61.15000000000001,0.0,480.46,25-34,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
915,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,741.7600000000018,0,86,345.07999999999964,0.0,70.72,0.0,64.31,0.0,0.0,83.78,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
922,1,0,4.0,3.0,1.0,0.0,0.0,81.0,0.0,0.0,0.0,2523.619999999998,0,112,1089.0700000000018,17.86,364.44000000000034,292.65000000000003,283.3800000000001,72.35000000000001,0.0,198.24000000000004,45-54,U,35-49K,Unknown,Unknown,1,None/Unknown,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
939,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3611.6299999999833,1,119,1963.819999999997,98.34,144.42999999999995,110.0,713.8500000000005,19.0,3.45,235.68,45-54,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
946,1,0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,2009.9000000000035,0,100,1116.8700000000022,84.94000000000003,259.6700000000001,0.0,142.77999999999997,0.0,19.189999999999998,183.79000000000002,19-24,U,Under 15K,Unknown,Single Female,1,None/Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
960,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,2177.1600000000017,2,95,1482.5800000000022,44.31,164.95000000000007,0.0,300.9700000000001,33.42,0.0,63.790000000000006,35-44,A,125-149K,Homeowner,2 Adults Kids,5+,3+,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
971,1,0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,2837.1599999999917,2,99,1691.4800000000027,83.24,190.17,0.0,333.2000000000001,21.020000000000003,0.0,117.93999999999996,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
986,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1545.6800000000017,2,73,895.140000000001,85.83,17.060000000000002,0.0,198.60000000000008,0.0,0.0,38.419999999999995,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
993,1,1,6.0,2.0,3.0,1.0,6.0,99.0,6.0,1.0,0.06,2508.009999999996,1,102,1525.0100000000034,198.24,261.99000000000007,39.260000000000005,129.01000000000002,22.44,22.02,146.59,55-64,A,50-74K,Homeowner,1 Adult Kids,5+,3+,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,Low-value
996,1,0,5.0,4.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,1810.7400000000052,0,100,717.0100000000001,186.89000000000001,142.20000000000002,13.1,430.7400000000001,2.5,2.87,130.02000000000004,55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1001,1,0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,2712.019999999997,3,58,1922.1000000000017,18.68,100.76000000000003,0.0,475.51000000000033,44.18000000000001,0.0,53.129999999999995,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1015,1,1,4.0,3.0,0.0,1.0,3.0,49.0,3.0,0.75,0.06,3299.8299999999945,1,95,2112.7700000000077,3.99,308.12000000000035,39.69,360.08000000000004,127.14999999999996,0.0,99.08999999999997,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,Low-value
1076,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1831.6600000000021,3,69,1052.1100000000006,106.15,80.30000000000001,0.0,236.83,0.0,10.19,203.67000000000002,25-34,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1082,1,0,5.0,3.0,1.0,1.0,0.0,69.0,0.0,0.0,0.0,1422.6300000000012,0,101,1058.9699999999991,35.93000000000001,25.43,40.0,47.730000000000004,0.0,0.0,70.58,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,Low-value
1123,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,3509.8899999999894,3,65,1898.5600000000022,191.57000000000002,309.8800000000002,0.0,399.3900000000001,0.0,0.0,251.82,55-64,A,15-24K,Unknown,Single Female,2,None/Unknown,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1131,1,0,3.0,1.0,2.0,0.0,0.0,43.0,0.0,0.0,0.0,2044.720000000002,2,67,978.6100000000008,4.59,98.22000000000001,0.0,419.89000000000027,0.0,28.53,310.36,45-54,B,50-74K,Homeowner,2 Adults Kids,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1137,1,0,3.0,2.0,1.0,0.0,0.0,47.0,0.0,0.0,0.0,1730.530000000003,2,112,600.8500000000004,1.94,111.70999999999998,57.01,769.2700000000006,4.94,0.0,46.91,65+,B,35-49K,Homeowner,Single Male,1,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1151,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2088.8500000000045,0,102,859.1500000000011,84.55999999999999,26.22,20.0,600.04,21.27,11.92,237.39,45-54,U,Under 15K,Probable Renter,Single Male,1,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1154,1,0,4.0,2.0,2.0,0.0,0.0,64.0,0.0,0.0,0.0,3103.1399999999862,3,101,1643.99,5.98,80.78,0.0,1221.8100000000022,58.21,0.0,0.0,45-54,A,35-49K,Homeowner,Unknown,2,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1174,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1666.3500000000038,1,108,956.8300000000003,56.44000000000001,76.59,0.0,182.64000000000004,6.78,39.24,127.94,25-34,U,Under 15K,Unknown,2 Adults Kids,5+,3+,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1218,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2674.699999999993,2,75,1414.3600000000017,17.89,269.21,0.0,149.91999999999996,33.49,4.59,191.31999999999996,45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1219,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,586.6900000000002,0,80,238.23999999999998,0.0,13.370000000000001,0.0,246.14000000000004,0.0,0.0,6.4399999999999995,19-24,A,15-24K,Homeowner,2 Adults Kids,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1257,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123.3900000000006,0,23,570.8300000000004,41.800000000000004,194.02000000000004,74.66,91.95,18.97,0.0,24.14,45-54,U,50-74K,Homeowner,2 Adults Kids,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1267,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1294.050000000002,1,49,600.4500000000006,33.230000000000004,140.11999999999995,30.0,258.84000000000015,52.42,41.19999999999999,34.21,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1268,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2678.9899999999957,1,60,1596.4500000000016,181.25999999999996,92.78999999999998,7.4,442.9700000000001,0.0,0.0,79.68,35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1297,1,0,4.0,2.0,2.0,0.0,0.0,58.0,0.0,0.0,0.0,1434.2200000000016,1,90,575.5200000000002,0.0,379.9000000000003,63.58,225.57,22.150000000000006,0.0,6.05,35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1300,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1499.6000000000015,1,54,734.9000000000002,78.25000000000001,93.24999999999999,229.85,208.41999999999996,3.6799999999999997,0.24,16.740000000000002,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1306,1,0,5.0,2.0,2.0,1.0,0.0,82.0,0.0,0.0,0.0,2202.109999999998,0,123,1266.7500000000018,31.46,87.24999999999999,10.0,312.8400000000001,4.75,45.69999999999999,217.37999999999994,45-54,U,Under 15K,Unknown,Unknown,1,None/Unknown,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,Low-value
1354,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1783.390000000002,3,65,949.9200000000008,22.089999999999996,178.92000000000004,129.82,229.95999999999998,4.25,86.00999999999998,98.72000000000001,65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1364,1,1,4.0,3.0,1.0,0.0,1.0,61.0,1.0,0.25,0.02,2050.3700000000035,0,120,980.4300000000009,121.28999999999996,107.73000000000002,0.0,272.6300000000001,2.77,98.18000000000002,196.76000000000005,65+,B,100-124K,Homeowner,Single Female,1,None/Unknown,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1369,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2192.9000000000024,2,110,1199.320000000001,314.9400000000001,287.73000000000013,0.0,125.20999999999998,123.39999999999998,0.0,20.080000000000002,25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1382,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,2947.4999999999936,3,106,2138.380000000004,5.98,122.51999999999997,0.0,159.59000000000003,11.25,0.0,215.17999999999998,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1394,1,1,4.0,2.0,2.0,0.0,2.0,58.0,2.0,0.5,0.03,3493.2799999999825,1,124,1788.7600000000036,416.41,378.2600000000005,0.0,186.59000000000003,26.53,13.69,276.74000000000007,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1412,1,0,3.0,2.0,1.0,0.0,0.0,48.0,0.0,0.0,0.0,3210.7299999999886,1,63,2283.660000000002,72.87,109.97999999999998,0.0,257.6600000000001,0.0,3.91,300.0099999999999,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1425,1,0,3.0,2.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,3247.4499999999907,1,102,2215.8900000000017,197.22000000000003,57.38000000000001,0.0,337.6600000000002,12.780000000000001,24.000000000000004,163.84,19-24,B,50-74K,Unknown,2 Adults Kids,3,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1428,1,0,1.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,3622.229999999988,0,121,1829.3000000000043,6.140000000000001,198.12000000000006,481.34,500.3800000000002,5.98,9.200000000000001,269.53999999999996,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1454,1,0,2.0,1.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,3385.8099999999886,1,111,1455.9800000000005,192.42000000000002,695.3399999999998,468.05000000000007,137.45,112.21999999999998,3.79,71.46000000000001,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1462,1,0,4.0,2.0,2.0,0.0,0.0,64.0,0.0,0.0,0.0,3431.4799999999777,3,94,2138.530000000002,172.6,356.4300000000003,67.41,118.31999999999996,78.85,7.93,158.76,25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1470,1,0,5.0,2.0,3.0,0.0,0.0,89.0,0.0,0.0,0.0,1313.4000000000017,2,93,641.9599999999999,18.09,61.05000000000001,152.51,339.2500000000003,7.96,0.0,8.99,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1481,1,0,2.0,1.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,2368.0099999999993,0,120,1107.3700000000013,138.03,121.74999999999997,232.88,412.4500000000002,23.28,1.6,93.87000000000003,19-24,U,35-49K,Unknown,Single Male,1,None/Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1488,1,1,3.0,2.0,1.0,0.0,4.0,45.0,4.0,1.33,0.09,2242.8400000000015,3,58,1192.4900000000014,56.64000000000001,153.17000000000002,37.0,373.64000000000004,0.0,0.0,119.58,25-34,A,50-74K,Probable Owner,Single Female,2,None/Unknown,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1492,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1001.4200000000008,3,77,416.1599999999999,5.99,222.71999999999997,0.0,90.31000000000002,0.0,0.0,113.24000000000001,65+,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1505,1,1,3.0,2.0,1.0,0.0,1.0,45.0,1.0,0.33,0.02,3659.8499999999863,1,89,1697.050000000004,434.19,79.05000000000003,0.0,619.1700000000008,2.59,180.01000000000002,233.40000000000003,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1517,1,0,4.0,2.0,1.0,1.0,0.0,71.0,0.0,0.0,0.0,2935.2699999999995,0,112,1857.9100000000035,136.29,228.67,81.4,344.6300000000001,5.18,0.0,87.47000000000001,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,Low-value
1567,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1825.4200000000023,1,118,836.0200000000009,92.40000000000003,358.3200000000005,0.0,172.66,79.97999999999998,0.0,175.04,45-54,U,15-24K,Renter,Single Male,1,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1578,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2146.260000000001,1,79,1226.3099999999997,82.10999999999999,128.55999999999992,64.54,130.61999999999995,1.19,86.15,229.26000000000005,45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1591,1,1,2.0,1.0,1.0,0.0,11.0,34.0,11.0,5.5,0.32,3181.1099999999938,3,68,1601.4900000000005,53.71,385.62000000000035,177.87,88.82999999999998,51.08999999999999,5.359999999999999,83.92,25-34,U,25-34K,Unknown,Single Female,1,None/Unknown,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1604,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,556.7700000000001,3,116,430.22,32.71999999999999,24.59,0.0,34.190000000000005,2.69,0.0,2.72,35-44,U,35-49K,Probable Owner,2 Adults No Kids,2,None/Unknown,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1627,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225.82,1,79,725.4200000000004,70.71000000000001,122.35000000000004,626.9,165.34,7.48,0.0,212.02000000000007,25-34,U,35-49K,Unknown,Single Male,1,None/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1650,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1891.4100000000026,2,82,646.7600000000001,37.21,497.98000000000053,0.0,174.20000000000005,82.28,0.0,244.39999999999998,45-54,A,75-99K,Homeowner,2 Adults Kids,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
1678,1,0,3.0,2.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,2424.5699999999956,1,73,1148.2900000000009,26.490000000000002,71.33999999999999,18.0,639.4700000000004,7.68,0.0,203.12999999999997,45-54,U,75-99K,Unknown,Single Female,1,None/Unknown,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,Low-value
