household_key,received_campaign,redeemed_coupons,total_campaigns_received,TypeA,TypeB,TypeC,total_campaigns_engaged,total_coupons_received,total_coupons_redeemed,camp_conversion_rate,coupon_conversion_rate,revenue,recency,frequency,GROCERY_spend,DELI_spend,PRODUCE_spend,KIOSK-GAS_spend,DRUG GM_spend,NUTRITION_spend,SALAD BAR_spend,MEAT_spend,recency_cluster,frequency_cluster,revenue_cluster,rfm_score,segment,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc
595,1,0,5.0,3.0,2.0,0.0,0.0,72.0,0.0,0.0,0.0,2373.739999999997,2,146,1118.6200000000003,149.86999999999998,145.98999999999995,0.0,400.93000000000023,8.98,0.0,170.23,3,1,0,4,Mid-value,25-34,U,35-49K,Unknown,2 Adults Kids,3,1
596,1,1,4.0,3.0,1.0,0.0,1.0,61.0,1.0,0.25,0.02,2996.3699999999926,0,113,1458.5300000000034,17.5,259.1300000000001,20.0,194.77000000000004,0.0,0.0,450.06999999999994,3,1,1,5,Mid-value,45-54,A,15-24K,Homeowner,1 Adult Kids,3,1
597,1,0,3.0,2.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,3826.2499999999823,3,100,2370.1000000000013,11.09,260.3499999999999,0.0,319.5600000000002,30.060000000000002,58.04999999999999,203.96999999999994,3,0,1,4,Mid-value,19-24,U,Under 15K,Unknown,1 Adult Kids,2,1
598,1,0,7.0,4.0,3.0,0.0,0.0,116.0,0.0,0.0,0.0,3354.8999999999864,1,213,2017.9500000000044,14.72,262.3700000000002,357.0,228.57000000000014,4.0,3.19,271.25999999999993,3,1,1,5,Mid-value,35-44,B,25-34K,Unknown,Single Female,1,None/Unknown
601,1,0,6.0,3.0,3.0,0.0,0.0,114.0,0.0,0.0,0.0,5241.269999999946,1,79,2932.0099999999907,31.810000000000002,361.54000000000013,552.6999999999999,421.6000000000002,101.42000000000002,4.02,105.14000000000001,3,0,1,4,Mid-value,35-44,A,100-124K,Homeowner,2 Adults Kids,4,2
605,1,1,6.0,3.0,3.0,0.0,8.0,84.0,8.0,1.33,0.1,5856.379999999947,3,128,2598.9599999999946,39.01,226.87999999999997,1094.1000000000001,1378.84,57.47,28.56,49.07000000000001,3,1,2,6,Mid-value,25-34,A,75-99K,Homeowner,2 Adults Kids,4,2
606,1,0,3.0,2.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,3323.119999999982,3,97,1974.350000000005,0.0,435.5400000000005,63.489999999999995,496.4400000000001,16.33,0.0,132.48,3,0,1,4,Mid-value,45-54,U,35-49K,Probable Renter,Unknown,1,None/Unknown
607,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,3203.009999999994,5,216,1842.370000000004,22.050000000000004,80.8,370.43,237.65000000000003,23.81,41.35,220.20000000000002,3,1,1,5,Mid-value,45-54,U,125-149K,Unknown,Unknown,1,None/Unknown
608,1,0,7.0,3.0,4.0,0.0,0.0,105.0,0.0,0.0,0.0,5148.979999999965,0,217,2330.230000000005,29.779999999999998,146.19999999999996,0.0,1861.2400000000005,5.48,24.98,257.84000000000003,3,1,1,5,Mid-value,25-34,B,25-34K,Renter,1 Adult Kids,5+,3+
609,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1665.890000000001,0,162,1002.8699999999988,10.76,29.95,126.03,184.56999999999994,3.78,104.88,13.57,3,1,0,4,Mid-value,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
614,1,0,6.0,3.0,3.0,0.0,0.0,99.0,0.0,0.0,0.0,2757.2399999999952,3,122,1775.3700000000083,156.01,268.65999999999997,0.0,41.42000000000001,0.0,0.0,170.55,3,1,1,5,Mid-value,35-44,A,15-24K,Unknown,2 Adults Kids,4,2
621,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3179.1500000000106,1,142,1486.570000000004,482.1100000000004,108.69999999999997,0.0,335.63000000000005,0.0,0.0,424.25000000000006,3,1,1,5,Mid-value,45-54,U,35-49K,Unknown,Single Male,1,None/Unknown
622,1,0,5.0,3.0,2.0,0.0,0.0,89.0,0.0,0.0,0.0,2384.3699999999985,1,147,1370.7100000000005,49.39,71.86,10.0,580.2700000000004,0.0,19.52,133.83,3,1,0,4,Mid-value,35-44,U,15-24K,Unknown,Single Female,1,None/Unknown
623,1,0,5.0,3.0,0.0,2.0,0.0,75.0,0.0,0.0,0.0,3899.1599999999885,0,124,2356.5599999999977,560.4300000000001,93.70999999999998,278.0,338.28,18.99,0.0,81.44999999999999,3,1,1,5,Mid-value,45-54,A,35-49K,Homeowner,2 Adults Kids,3,1
624,1,0,5.0,5.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,6003.469999999965,6,160,3410.76,31.31,189.35000000000014,688.02,202.37000000000006,0.0,0.0,832.9400000000003,3,1,2,6,Mid-value,45-54,U,50-74K,Unknown,Unknown,1,None/Unknown
630,1,1,6.0,4.0,2.0,0.0,7.0,103.0,7.0,1.17,0.07,7746.269999999954,0,206,3227.809999999999,240.38000000000002,479.6300000000003,1965.0699999999997,311.77000000000015,12.58,0.0,1114.3700000000001,3,1,2,6,Mid-value,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1
631,1,1,5.0,5.0,0.0,0.0,1.0,80.0,1.0,0.2,0.01,9277.71999999987,0,483,3806.8700000000017,243.78000000000017,805.0600000000005,1884.8199999999997,929.3000000000013,226.20000000000002,4.09,434.41,3,2,2,7,High-value,65+,A,100-124K,Homeowner,2 Adults Kids,3,1
644,1,0,7.0,3.0,4.0,0.0,0.0,90.0,0.0,0.0,0.0,3772.0299999999675,1,214,2176.549999999995,106.52000000000001,148.09,50.010000000000005,481.51999999999964,21.73,4.59,134.84,3,1,1,5,Mid-value,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
647,1,1,10.0,3.0,5.0,2.0,4.0,171.0,4.0,0.4,0.02,6326.7399999999425,0,129,3124.539999999994,359.75,306.47000000000025,826.12,631.7800000000004,5.0,6.05,403.4000000000001,3,1,2,6,Mid-value,35-44,A,50-74K,Renter,2 Adults Kids,4,2
660,1,0,9.0,3.0,4.0,2.0,0.0,159.0,0.0,0.0,0.0,7954.279999999895,2,168,4487.699999999968,659.7400000000009,241.66,450.74999999999994,923.1700000000017,5.17,3.55,280.44,3,1,2,6,Mid-value,55-64,A,50-74K,Homeowner,Unknown,2,None/Unknown
661,1,0,6.0,3.0,3.0,0.0,0.0,71.0,0.0,0.0,0.0,8271.30999999994,1,394,3617.1399999999803,48.92999999999999,127.89999999999996,0.0,3480.039999999998,0.0,0.0,828.29,3,2,2,7,High-value,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
670,1,0,5.0,3.0,2.0,0.0,0.0,66.0,0.0,0.0,0.0,5685.669999999947,3,192,3010.7199999999875,403.29000000000013,426.4700000000004,601.7400000000001,491.84000000000015,114.71000000000001,13.510000000000002,257.4,3,1,2,6,Mid-value,55-64,A,35-49K,Unknown,2 Adults Kids,3,1
671,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,5089.659999999982,17,127,2820.6899999999946,0.0,129.50999999999993,1063.5600000000002,375.35000000000025,0.0,0.0,273.56,3,1,1,5,Mid-value,35-44,U,35-49K,Homeowner,Single Female,1,None/Unknown
672,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2731.15,1,121,1683.2300000000005,18.490000000000002,260.41,132.01,240.82000000000005,0.0,0.0,218.90999999999997,3,1,1,5,Mid-value,35-44,U,25-34K,Unknown,2 Adults No Kids,2,None/Unknown
675,1,0,4.0,2.0,2.0,0.0,0.0,62.0,0.0,0.0,0.0,4832.379999999978,0,223,2157.750000000007,48.55,145.72000000000003,1312.6200000000001,142.38,2.0,0.0,302.4999999999999,3,1,1,5,Mid-value,35-44,U,50-74K,Unknown,2 Adults No Kids,2,None/Unknown
680,1,1,3.0,3.0,0.0,0.0,2.0,48.0,2.0,0.67,0.04,3513.019999999984,11,96,2200.610000000004,93.07,270.52,0.0,143.04999999999998,3.1799999999999997,5.18,261.28000000000003,3,0,1,4,Mid-value,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
682,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,4438.289999999977,142,217,1690.8100000000038,210.86000000000007,296.1500000000002,1185.24,388.8900000000002,12.26,15.839999999999998,306.84999999999997,2,1,1,4,Mid-value,65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
685,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,6019.769999999948,3,201,2688.97,127.09999999999998,225.9100000000001,90.77,1408.7900000000027,62.57000000000001,6.08,974.5000000000001,3,1,2,6,Mid-value,35-44,A,Under 15K,Unknown,Single Female,2,None/Unknown
688,1,0,3.0,1.0,2.0,0.0,0.0,47.0,0.0,0.0,0.0,3207.609999999986,19,28,1751.490000000003,38.480000000000004,359.9900000000003,0.0,100.02999999999999,30.0,6.43,161.20999999999998,3,0,1,4,Mid-value,35-44,A,125-149K,Homeowner,2 Adults Kids,3,1
690,1,0,5.0,3.0,2.0,0.0,0.0,58.0,0.0,0.0,0.0,4963.139999999971,1,273,1943.7700000000061,314.1899999999998,230.6799999999999,765.91,877.1000000000007,7.970000000000001,0.0,411.1799999999999,3,1,1,5,Mid-value,65+,B,15-24K,Homeowner,Single Female,1,None/Unknown
692,1,1,4.0,3.0,1.0,0.0,3.0,66.0,3.0,0.75,0.05,3891.1399999999726,1,124,1862.2300000000016,74.5,338.03000000000054,449.09,517.6600000000002,49.59000000000001,0.0,268.82000000000005,3,1,1,5,Mid-value,65+,U,35-49K,Homeowner,Single Female,1,None/Unknown
693,1,0,9.0,4.0,3.0,2.0,0.0,174.0,0.0,0.0,0.0,6378.7999999999465,15,209,3386.679999999988,368.20000000000005,478.5200000000003,0.0,680.4000000000008,18.380000000000003,3.63,560.0499999999998,3,1,2,6,Mid-value,45-54,U,15-24K,Unknown,2 Adults No Kids,2,None/Unknown
695,1,0,8.0,3.0,3.0,2.0,0.0,138.0,0.0,0.0,0.0,8523.929999999897,1,226,3936.899999999987,204.99,784.8700000000008,1202.1100000000001,1417.110000000002,37.44,7.34,230.49000000000004,3,1,2,6,Mid-value,35-44,B,35-49K,Unknown,1 Adult Kids,3,2
696,1,1,2.0,2.0,0.0,0.0,4.0,32.0,4.0,2.0,0.12,14715.529999999912,3,326,7445.579999999919,521.4200000000003,992.5200000000001,2068.44,2283.249999999999,39.26,0.0,536.2099999999999,3,2,3,8,High-value,35-44,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
699,1,1,7.0,4.0,2.0,1.0,1.0,126.0,1.0,0.14,0.01,10352.999999999885,5,150,4903.869999999965,496.54,425.5700000000003,1847.94,1647.1900000000032,41.61000000000001,0.0,212.36000000000004,3,1,2,6,Mid-value,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
706,1,0,7.0,4.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,4024.599999999983,0,133,1969.0600000000047,133.83999999999997,229.71000000000006,339.8,506.0400000000003,38.97,24.199999999999996,294.3500000000001,3,1,1,5,Mid-value,45-54,B,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
707,1,0,9.0,3.0,5.0,1.0,0.0,157.0,0.0,0.0,0.0,19194.420000000042,0,498,8670.879999999905,222.88000000000005,1303.750000000002,2215.6599999999994,857.6800000000011,152.91,16.75,1679.4400000000007,3,2,3,8,High-value,25-34,A,100-124K,Homeowner,2 Adults Kids,5+,3+
708,1,0,4.0,3.0,1.0,0.0,0.0,66.0,0.0,0.0,0.0,2828.059999999991,5,68,1482.3600000000033,12.16,349.2200000000002,0.0,467.8600000000001,23.47,8.940000000000001,61.37000000000001,3,0,1,4,Mid-value,35-44,A,100-124K,Homeowner,2 Adults Kids,4,2
712,1,1,11.0,5.0,4.0,2.0,10.0,211.0,10.0,0.91,0.05,11711.019999999904,1,256,6519.469999999914,726.5000000000002,1097.0700000000013,360.91,689.6200000000003,67.88000000000001,67.25,908.4300000000001,3,1,3,7,High-value,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
714,1,0,5.0,4.0,1.0,0.0,0.0,78.0,0.0,0.0,0.0,4117.339999999988,0,294,2578.46,48.550000000000004,375.8000000000002,0.0,108.41000000000001,3.49,13.610000000000001,434.0200000000002,3,2,1,6,Mid-value,55-64,U,15-24K,Unknown,2 Adults Kids,3,1
715,1,1,3.0,3.0,0.0,0.0,1.0,48.0,1.0,0.33,0.02,3712.139999999993,0,178,1564.8200000000015,313.63000000000005,116.34,64.65,572.36,1.0,2.19,346.7199999999999,3,1,1,5,Mid-value,55-64,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
716,1,1,1.0,1.0,0.0,0.0,2.0,16.0,2.0,2.0,0.12,1290.6800000000003,3,81,500.99999999999994,23.369999999999997,176.48000000000002,44.53,61.95,12.06,0.0,285.40000000000003,3,0,0,3,Low-value,45-54,A,75-99K,Homeowner,2 Adults Kids,5+,3+
718,1,1,15.0,4.0,9.0,2.0,5.0,262.0,5.0,0.33,0.02,19299.860000000233,4,599,10055.439999999915,425.20000000000005,1242.3800000000006,1013.6199999999997,2319.3299999999954,336.7400000000002,44.39,961.8300000000003,3,2,3,8,High-value,45-54,A,25-34K,Homeowner,2 Adults Kids,5+,3+
722,1,0,5.0,2.0,3.0,0.0,0.0,79.0,0.0,0.0,0.0,6437.619999999937,6,136,3165.050000000003,50.56000000000001,655.6100000000009,63.36,1138.5000000000016,148.19999999999996,0.0,508.59000000000003,3,1,2,6,Mid-value,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
725,1,1,6.0,3.0,3.0,0.0,5.0,98.0,5.0,0.83,0.05,4828.579999999981,0,133,3392.2,133.72,395.4700000000004,0.0,332.29000000000013,0.0,0.0,257.69,3,1,1,5,Mid-value,45-54,U,25-34K,Unknown,Single Female,1,None/Unknown
731,1,0,4.0,3.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,3151.309999999986,9,233,1182.690000000001,123.91999999999997,102.90999999999998,499.59,834.6200000000006,30.92,62.37999999999999,32.82,3,1,1,5,Mid-value,45-54,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
732,1,0,8.0,3.0,5.0,0.0,0.0,145.0,0.0,0.0,0.0,3967.819999999984,2,104,2656.879999999996,48.26,354.4800000000002,243.11,43.89000000000001,62.57,0.48,165.98,3,0,1,4,Mid-value,55-64,A,75-99K,Homeowner,2 Adults Kids,4,2
733,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2678.559999999996,7,76,1799.34,6.17,79.39,0.0,607.4400000000003,36.88,2.84,69.46,3,0,1,4,Mid-value,45-54,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
740,1,1,6.0,2.0,4.0,0.0,2.0,112.0,2.0,0.33,0.02,6644.849999999933,0,113,3351.1599999999908,132.17999999999998,1335.9000000000021,0.0,612.2100000000006,222.85000000000005,0.0,501.4599999999999,3,1,2,6,Mid-value,45-54,A,175-199K,Homeowner,Single Female,2,None/Unknown
741,1,0,2.0,1.0,1.0,0.0,0.0,34.0,0.0,0.0,0.0,3414.599999999985,6,88,1348.1000000000029,102.41000000000001,401.1600000000003,113.22999999999999,390.7300000000003,49.269999999999996,0.0,732.53,3,0,1,4,Mid-value,65+,U,50-74K,Homeowner,2 Adults Kids,3,1
742,1,0,9.0,3.0,4.0,2.0,0.0,155.0,0.0,0.0,0.0,3950.9600000000046,8,328,2855.6599999999885,5.98,73.80000000000001,155.45,566.7999999999998,5.57,4.83,60.48000000000001,3,2,1,6,Mid-value,35-44,A,15-24K,Renter,1 Adult Kids,4,2
748,1,0,3.0,1.0,2.0,0.0,0.0,46.0,0.0,0.0,0.0,2709.1799999999994,9,84,1643.9900000000046,35.440000000000005,60.63000000000002,40.0,339.0799999999999,0.0,27.96,270.72,3,0,1,4,Mid-value,45-54,B,Under 15K,Homeowner,2 Adults Kids,3,1
752,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,3792.5599999999795,2,106,1449.660000000002,152.76000000000002,244.32000000000008,703.76,417.24000000000035,13.44,14.510000000000002,434.62999999999977,3,0,1,4,Mid-value,35-44,A,75-99K,Renter,Single Female,2,None/Unknown
753,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2177.130000000001,0,50,1368.6500000000015,102.58,149.95,0.0,158.28,50.190000000000005,3.55,138.26,3,0,0,3,Low-value,45-54,A,75-99K,Homeowner,2 Adults Kids,4,2
755,1,1,7.0,5.0,2.0,0.0,12.0,131.0,12.0,1.71,0.09,10617.049999999974,2,307,1284.990000000002,381.0100000000002,245.76999999999998,7649.090000000004,290.23,129.52999999999997,243.83999999999986,94.29999999999998,3,2,2,7,High-value,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown
761,1,1,6.0,1.0,5.0,0.0,11.0,89.0,11.0,1.83,0.12,9036.009999999924,0,178,4719.309999999985,220.44999999999996,514.6300000000003,797.4400000000002,1582.570000000002,41.12,42.819999999999986,272.62000000000006,3,1,2,6,Mid-value,25-34,A,125-149K,Homeowner,1 Adult Kids,5+,3+
762,1,0,11.0,3.0,8.0,0.0,0.0,191.0,0.0,0.0,0.0,8982.78999999988,0,886,3183.6499999999896,458.0400000000003,529.4000000000003,797.91,1888.6900000000016,364.84,592.4499999999997,135.95999999999998,3,3,2,8,High-value,35-44,A,125-149K,Renter,Single Female,2,None/Unknown
764,1,1,1.0,1.0,0.0,0.0,3.0,16.0,3.0,3.0,0.19,3196.779999999991,8,112,1223.2800000000027,70.24,225.66000000000005,379.23999999999995,554.3000000000003,117.97,0.0,218.29,3,1,1,5,Mid-value,35-44,A,50-74K,Homeowner,2 Adults Kids,5+,3+
766,1,1,10.0,3.0,5.0,2.0,1.0,154.0,1.0,0.1,0.01,8350.08999999989,10,122,4224.959999999965,341.53000000000014,1815.5000000000045,0.0,874.5900000000001,57.16000000000001,18.080000000000002,580.99,3,1,2,6,Mid-value,45-54,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
768,1,1,4.0,2.0,2.0,0.0,3.0,55.0,3.0,0.75,0.05,6681.349999999931,1,466,3343.149999999979,81.10000000000001,369.06000000000006,1239.83,550.8900000000004,27.26,5.84,294.4399999999999,3,2,2,7,High-value,35-44,A,50-74K,Renter,Single Female,2,None/Unknown
770,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2246.3600000000006,13,43,1233.27,79.14,95.82999999999998,198.57,85.03,51.980000000000004,0.0,182.67000000000002,3,0,0,3,Low-value,25-34,A,50-74K,Homeowner,2 Adults Kids,5+,3+
771,1,1,9.0,3.0,4.0,2.0,3.0,182.0,3.0,0.33,0.02,7990.9699999999,0,497,3844.0199999999863,336.53,1035.3300000000002,30.0,1409.8200000000027,26.47,8.17,414.6100000000004,3,2,2,7,High-value,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
779,1,0,2.0,1.0,1.0,0.0,0.0,37.0,0.0,0.0,0.0,3918.2799999999747,1,86,2344.4700000000003,214.26,234.49,0.0,410.0500000000001,30.98,0.0,213.21,3,0,1,4,Mid-value,65+,U,125-149K,Homeowner,2 Adults Kids,3,1
784,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,3117.6599999999935,3,134,1359.1000000000024,131.35,321.96000000000004,677.11,356.83,0.0,0.0,157.85,3,1,1,5,Mid-value,45-54,A,100-124K,Homeowner,Single Female,2,None/Unknown
785,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2089.8000000000025,4,103,1062.0100000000011,9.69,226.93,492.07,155.02999999999994,26.65,0.0,51.39,3,0,0,3,Low-value,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
786,1,0,7.0,3.0,2.0,2.0,0.0,130.0,0.0,0.0,0.0,7434.06999999991,5,204,4754.639999999975,257.1600000000001,346.71000000000043,0.0,647.4800000000005,34.39,3.47,653.9700000000001,3,1,2,6,Mid-value,19-24,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
787,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2504.5899999999942,2,190,1618.4700000000023,6.83,75.37,0.0,738.1500000000007,47.989999999999995,0.0,2.67,3,1,1,5,Mid-value,25-34,B,25-34K,Homeowner,Single Male,1,None/Unknown
788,1,1,12.0,5.0,5.0,2.0,10.0,206.0,10.0,0.83,0.05,7514.199999999968,2,295,3866.079999999993,79.38000000000001,202.13999999999993,961.61,914.04,5.82,21.11,694.5600000000001,3,2,2,7,High-value,25-34,U,Under 15K,Unknown,1 Adult Kids,2,1
790,1,0,2.0,1.0,1.0,0.0,0.0,35.0,0.0,0.0,0.0,2842.6299999999837,7,58,1894.9700000000043,23.119999999999997,29.389999999999997,48.17,612.8100000000007,1.99,0.0,0.0,3,0,1,4,Mid-value,45-54,U,50-74K,Homeowner,Unknown,1,None/Unknown
797,1,0,5.0,3.0,2.0,0.0,0.0,73.0,0.0,0.0,0.0,3059.5699999999865,5,92,1798.0500000000038,142.91999999999996,139.7,0.0,606.3500000000005,31.090000000000003,0.0,128.76000000000002,3,0,1,4,Mid-value,25-34,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
800,1,0,12.0,3.0,8.0,1.0,0.0,198.0,0.0,0.0,0.0,10426.579999999894,0,443,5821.229999999946,9.73,826.1700000000011,0.0,1962.2600000000011,175.71,0.0,711.5899999999999,3,2,2,7,High-value,25-34,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
802,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,2154.430000000001,9,59,1070.8000000000009,100.44,97.44000000000001,0.0,477.92000000000024,4.0,113.72000000000001,238.73000000000005,3,0,0,3,Low-value,65+,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
803,1,0,3.0,2.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,2036.8400000000065,4,65,1324.1200000000022,8.11,198.61999999999998,0.0,76.73999999999998,0.0,0.0,298.3300000000001,3,0,0,3,Low-value,25-34,U,75-99K,Unknown,2 Adults No Kids,2,None/Unknown
806,1,0,9.0,4.0,4.0,1.0,0.0,147.0,0.0,0.0,0.0,5875.349999999957,0,125,3121.2099999999973,225.2800000000001,353.77000000000027,137.82,783.4300000000003,151.88,10.190000000000001,248.75,3,1,2,6,Mid-value,35-44,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
808,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2317.8999999999955,0,206,1129.5400000000004,80.42999999999998,171.4600000000001,258.56,339.59000000000003,9.56,32.809999999999995,111.97,3,1,0,4,Mid-value,45-54,U,75-99K,Homeowner,2 Adults Kids,3,1
816,1,0,9.0,5.0,2.0,2.0,0.0,127.0,0.0,0.0,0.0,3468.65999999998,15,106,2003.8600000000063,43.18000000000001,191.59999999999994,64.41,672.9900000000004,42.290000000000006,3.41,148.21,3,0,1,4,Mid-value,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown
817,1,0,6.0,3.0,3.0,0.0,0.0,107.0,0.0,0.0,0.0,4801.849999999969,5,147,3295.079999999999,91.45999999999998,437.94000000000057,0.0,320.9400000000001,174.25,0.0,94.52,3,1,1,5,Mid-value,35-44,A,150-174K,Homeowner,2 Adults Kids,3,1
823,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2590.149999999994,6,117,1065.3200000000006,112.27,165.20000000000007,293.01,419.91000000000014,0.0,41.03,265.53,3,1,1,5,Mid-value,35-44,A,50-74K,Homeowner,2 Adults Kids,3,1
825,1,1,8.0,3.0,4.0,1.0,13.0,115.0,13.0,1.62,0.11,11835.019999999926,3,242,4287.749999999981,684.7800000000003,1252.7800000000016,26.5,999.4100000000008,299.25,2.5,1388.2199999999987,3,1,3,7,High-value,45-54,A,175-199K,Homeowner,2 Adults No Kids,2,None/Unknown
831,1,0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,8831.349999999935,5,166,4690.479999999962,152.6599999999999,226.6000000000001,0.0,2139.2399999999993,9.37,54.68,622.3800000000002,3,1,2,6,Mid-value,45-54,B,50-74K,Homeowner,1 Adult Kids,3,2
840,1,1,5.0,2.0,2.0,1.0,1.0,73.0,1.0,0.2,0.01,11944.569999999854,0,214,4760.229999999972,200.59,1076.4300000000019,81.02000000000001,2750.7899999999886,60.18000000000001,121.01,1114.5699999999995,3,1,3,7,High-value,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+
844,1,0,4.0,3.0,1.0,0.0,0.0,63.0,0.0,0.0,0.0,5399.639999999933,1,141,2997.1999999999875,393.76000000000016,596.5600000000006,23.37,428.3500000000004,124.78,0.0,255.86000000000004,3,1,1,5,Mid-value,45-54,A,200-249K,Homeowner,2 Adults No Kids,2,None/Unknown
845,1,1,11.0,3.0,6.0,2.0,3.0,191.0,3.0,0.27,0.02,5097.2799999999625,6,117,3011.1899999999914,38.449999999999996,228.18999999999994,21.0,748.8700000000007,80.98,7.49,261.47999999999996,3,1,1,5,Mid-value,19-24,B,50-74K,Homeowner,Single Female,1,None/Unknown
852,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1943.7300000000046,7,95,815.3600000000002,45.53000000000001,382.80000000000024,0.0,403.6900000000001,23.990000000000002,0.0,56.92000000000001,3,0,0,3,Low-value,25-34,U,35-49K,Unknown,2 Adults Kids,4,2
853,1,0,5.0,3.0,2.0,0.0,0.0,87.0,0.0,0.0,0.0,13497.289999999806,1,516,8575.349999999886,193.82000000000005,393.9900000000002,1655.1299999999999,1901.1300000000026,78.96000000000001,3.75,364.1800000000001,3,2,3,8,High-value,25-34,B,175-199K,Unknown,Single Female,1,None/Unknown
856,1,0,6.0,3.0,2.0,1.0,0.0,82.0,0.0,0.0,0.0,5080.039999999968,1,182,2633.0000000000027,124.51999999999995,496.58000000000044,431.71999999999997,573.2400000000001,20.16,4.51,419.28,3,1,1,5,Mid-value,55-64,B,35-49K,Homeowner,Single Female,1,None/Unknown
857,1,0,5.0,3.0,2.0,0.0,0.0,81.0,0.0,0.0,0.0,4040.809999999976,8,43,2951.509999999994,172.59999999999994,155.29,0.0,315.4000000000002,19.23,0.0,149.56,3,0,1,4,Mid-value,65+,A,35-49K,Homeowner,1 Adult Kids,3,1
859,1,0,7.0,2.0,4.0,1.0,0.0,112.0,0.0,0.0,0.0,7074.199999999931,1,194,3502.129999999993,278.6599999999999,274.00999999999993,604.43,1376.630000000003,2.69,2.81,579.12,3,1,2,6,Mid-value,25-34,U,50-74K,Unknown,Single Female,1,None/Unknown
863,1,0,3.0,1.0,2.0,0.0,0.0,46.0,0.0,0.0,0.0,2183.5300000000007,0,146,825.77,38.260000000000005,31.66000000000001,413.32,438.7800000000001,6.98,54.92000000000001,192.68000000000004,3,1,0,4,Mid-value,45-54,U,15-24K,Unknown,Unknown,1,None/Unknown
864,1,1,7.0,5.0,2.0,0.0,12.0,105.0,12.0,1.71,0.11,7892.969999999928,0,109,3879.349999999992,1170.3300000000002,638.6500000000007,0.0,698.400000000001,6.68,0.0,726.6099999999998,3,1,2,6,Mid-value,35-44,U,15-24K,Homeowner,Single Female,1,None/Unknown
865,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1887.730000000002,16,35,987.2600000000001,83.89999999999999,112.38999999999999,75.00999999999999,59.690000000000005,8.57,0.0,437.20999999999987,3,0,0,3,Low-value,35-44,A,75-99K,Homeowner,2 Adults Kids,5+,3+
